Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
24.42.13.327 Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;1506.5;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Андроповская центральная районная больница""";2603007916;44.591196;42.494625
24.42.13.327 Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;1800.9;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Андроповская центральная районная больница""";2603007916;44.591196;42.494625
24.42.13.327 Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;14931.4;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Андроповская центральная районная больница""";2603007916;44.591196;42.494625
24.42.13.327 Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;183.6;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Андроповская центральная районная больница""";2603007916;44.591196;42.494625
Траумель С 2,2мл амп. №100;;5807;2012;"муниципальное бюджетное учреждение здравоохранения ""Аннинская центральная районная больница""";3601001300;51.502844;40.624539
Траумель С 2,2мл амп. №5;;4720.75;2012;"муниципальное бюджетное учреждение здравоохранения ""Аннинская центральная районная больница""";3601001300;51.502844;40.624539
Траумель С 2,2 мл амп. №5;;6600;2011;"муниципальное бюджетное учреждение здравоохранения ""Аннинская центральная районная больница""";3601001300;51.502844;40.624539
Траумель С 2,2 мл амп. №5;;4730;2011;"муниципальное бюджетное учреждение здравоохранения ""Аннинская центральная районная больница""";3601001300;51.502844;40.624539
Анаферон детский;;10377.51;2016;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГИНСКАЯ ОКРУЖНАЯ БОЛЬНИЦА""";8000027046;50.797448;114.589852
Анаферон детский;;15840;2016;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГИНСКАЯ ОКРУЖНАЯ БОЛЬНИЦА""";8000027046;50.797448;114.589852
Анаферон детский;;175.99;2016;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГИНСКАЯ ОКРУЖНАЯ БОЛЬНИЦА""";8000027046;50.797448;114.589852
АНАФЕРОН ДЕТСКИЙ N20;;25079.67;2015;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГИНСКАЯ ОКРУЖНАЯ БОЛЬНИЦА""";8000027046;50.797448;114.589852
АНАФЕРОН ДЕТСКИЙ N20;;12291.84;2015;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГИНСКАЯ ОКРУЖНАЯ БОЛЬНИЦА""";8000027046;50.797448;114.589852
АНАФЕРОН ДЕТСКИЙ N20;;170.69;2015;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГИНСКАЯ ОКРУЖНАЯ БОЛЬНИЦА""";8000027046;50.797448;114.589852
Анаферон;;2339.48;2014;"государственное учреждение здравоохранения ""Агинская окружная больница""";8000027046;50.797448;114.589852
Анаферон;;1080.42;2014;"государственное учреждение здравоохранения ""Агинская окружная больница""";8000027046;50.797448;114.589852
Анаферон;;180.1;2014;"государственное учреждение здравоохранения ""Агинская окружная больница""";8000027046;50.797448;114.589852
Лекарственный препарат - Анаферон детский;;10263;2014;"государственное учреждение здравоохранения ""Агинская окружная больница""";8000027046;50.797448;114.589852
Лекарственный препарат - Анаферон детский;;8547;2014;"государственное учреждение здравоохранения ""Агинская окружная больница""";8000027046;50.797448;114.589852
Анаферон детский  таблетки для рассасывания, №20;;130240;2013;"государственное бюджетное учреждение здравоохранения Архангельской области ""Архангельская детская клиническая больница имени П.Г. Выжлецова""";2901017998;64.539393;40.516939
Анаферон детский таблетки для рассасывания, №20;;65230;2013;"государственное бюджетное учреждение здравоохранения Архангельской области ""Архангельская детская клиническая больница имени П.Г. Выжлецова""";2901017998;64.539393;40.516939
Анаферон таблетки для рассасывания, 20 шт. - упаковки ячейковые контурные;;10945;2011;"государственное учреждение здравоохранения ""Архангельская областная детская клиническая больница им. П.Г.Выжлецова""";2901017998;64.539393;40.516939
Анаферон детский таблетки для рассасывания, 20 шт. - упаковки ячейковые контурные;;34452;2011;"государственное учреждение здравоохранения ""Архангельская областная детская клиническая больница им. П.Г.Выжлецова""";2901017998;64.539393;40.516939
Анаферон детский;;6315;2013;"Государственное областное бюджетное учреждение здравоохранения ""Апатитско-Кировская центральная городская больница""";5118000861;67.567797;33.406737
Анаферон;;13000;2012;"Государственное областное бюджетное учреждение здравоохранения ""Апатитско-Кировская центральная городская больница""";5118000861;67.567797;33.406737
20. Церебролизат раствор для внутримышечного введения гомеопатический ампула 1 мл №10 с ножом ампульным;;3845.6;2014;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АПРЕЛЕВСКАЯ РАЙОННАЯ БОЛЬНИЦА №6""";5030020966;55.545166;37.07322
анаферон детский №20;;4035.3;2011;"Муниципальное учреждение здравоохранения ""Алексинская районная больница №1 имени профессора В.Ф.Снегирева""";7111012607;54.514075;37.026292
Арникагорная+календула+гамамелис виргинский+эхинацея+ромашка+окопник+маргаритка+зверобой+тысячелистник+аконит+белладонна красавка+ртуть растворимая Ганемана+гепарсульфур Траумель С ГЕРМАНИЯ мазь для наружного применения гомеопатическая ~ туба аллюминевая, упаковка: пачка картонная №1;;4773.55;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""АЛЕКСАНДРОВСКАЯ РАЙОННАЯ БОЛЬНИЦА""";3301000899;56.400857;38.713912
Анаферон таб.дет. №20n;;3873;2011;"муниципальное бюджетное учреждение здравоохранения ""Арбажская центральная районная больница""";4301000717;57.769377;48.318807
Анаферон таб.дет. №20;;2010;2011;"муниципальное бюджетное учреждение здравоохранения ""Арбажская центральная районная больница""";4301000717;57.769377;48.318807
Анаферон детский Российская Федерация;;5476.65;2017;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""АЛЕКСАНДРОВСКАЯ РАЙОННАЯ ДЕТСКАЯ БОЛЬНИЦА""";3301003064;56.400857;38.713912
Анаферон детский Российская Федерация;;189.13;2017;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""АЛЕКСАНДРОВСКАЯ РАЙОННАЯ ДЕТСКАЯ БОЛЬНИЦА""";3301003064;56.400857;38.713912
Анаферон детский Российская Федерация;;8649.3;2017;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""АЛЕКСАНДРОВСКАЯ РАЙОННАЯ ДЕТСКАЯ БОЛЬНИЦА""";3301003064;56.400857;38.713912
Афлубин Австрийская Республика;;7150;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""АЛЕКСАНДРОВСКАЯ РАЙОННАЯ ДЕТСКАЯ БОЛЬНИЦА""";3301003064;56.400857;38.713912
